sourceOccurrenceId	sourceTaxonId	sourceTaxonName	sourceBodyPartId	sourceBodyPartName	sourceLifeStageId	sourceLifeStageName	interactionTypeId	interactionTypeName	targetOccurrenceId	targetTaxonId	targetTaxonName	targetBodyPartId	targetBodyPartName	targetLifeStageId	targetLifeStageName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceUrl	referenceCitation
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Citrus sp.		fruit				"Hatay, Adana, Mersin, and Antalya, Turkey"			2009-09/2003-09			"Albayrak, I., A?an, N., & Yorulmaz, T. (2008). The natural history of the Egyptian fruit bat, Rousettus aegyptiacus, in Turkey (Mammalia: Chiroptera). Turkish Journal of Zoology, 32(1), 11-18."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Diospyros kaki		fruit				"Hatay, Adana, Mersin, and Antalya, Turkey"			2009-09/2003-09			"Albayrak, I., A?an, N., & Yorulmaz, T. (2008). The natural history of the Egyptian fruit bat, Rousettus aegyptiacus, in Turkey (Mammalia: Chiroptera). Turkish Journal of Zoology, 32(1), 11-18."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Eriobotrya japonica		fruit				"Hatay, Adana, Mersin, and Antalya, Turkey"			2009-09/2003-09			"Albayrak, I., A?an, N., & Yorulmaz, T. (2008). The natural history of the Egyptian fruit bat, Rousettus aegyptiacus, in Turkey (Mammalia: Chiroptera). Turkish Journal of Zoology, 32(1), 11-18."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ficus carica		fruit				"Hatay, Adana, Mersin, and Antalya, Turkey"			2009-09/2003-09			"Albayrak, I., A?an, N., & Yorulmaz, T. (2008). The natural history of the Egyptian fruit bat, Rousettus aegyptiacus, in Turkey (Mammalia: Chiroptera). Turkish Journal of Zoology, 32(1), 11-18."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ficus elastica		fruit				"Hatay, Adana, Mersin, and Antalya, Turkey"			2009-09/2003-09			"Albayrak, I., A?an, N., & Yorulmaz, T. (2008). The natural history of the Egyptian fruit bat, Rousettus aegyptiacus, in Turkey (Mammalia: Chiroptera). Turkish Journal of Zoology, 32(1), 11-18."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Malus sp.		fruit				"Hatay, Adana, Mersin, and Antalya, Turkey"			2009-09/2003-09			"Albayrak, I., A?an, N., & Yorulmaz, T. (2008). The natural history of the Egyptian fruit bat, Rousettus aegyptiacus, in Turkey (Mammalia: Chiroptera). Turkish Journal of Zoology, 32(1), 11-18."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Melia azadirachta		fruit				"Hatay, Adana, Mersin, and Antalya, Turkey"			2009-09/2003-09			"Albayrak, I., A?an, N., & Yorulmaz, T. (2008). The natural history of the Egyptian fruit bat, Rousettus aegyptiacus, in Turkey (Mammalia: Chiroptera). Turkish Journal of Zoology, 32(1), 11-18."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Morus sp.		fruit				"Hatay, Adana, Mersin, and Antalya, Turkey"			2009-09/2003-09			"Albayrak, I., A?an, N., & Yorulmaz, T. (2008). The natural history of the Egyptian fruit bat, Rousettus aegyptiacus, in Turkey (Mammalia: Chiroptera). Turkish Journal of Zoology, 32(1), 11-18."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Phoenix dactylifera		fruit				"Hatay, Adana, Mersin, and Antalya, Turkey"			2009-09/2003-09			"Albayrak, I., A?an, N., & Yorulmaz, T. (2008). The natural history of the Egyptian fruit bat, Rousettus aegyptiacus, in Turkey (Mammalia: Chiroptera). Turkish Journal of Zoology, 32(1), 11-18."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Prunus persica		fruit				"Hatay, Adana, Mersin, and Antalya, Turkey"			2009-09/2003-09			"Albayrak, I., A?an, N., & Yorulmaz, T. (2008). The natural history of the Egyptian fruit bat, Rousettus aegyptiacus, in Turkey (Mammalia: Chiroptera). Turkish Journal of Zoology, 32(1), 11-18."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Prunus sp.		fruit				"Hatay, Adana, Mersin, and Antalya, Turkey"			2009-09/2003-09			"Albayrak, I., A?an, N., & Yorulmaz, T. (2008). The natural history of the Egyptian fruit bat, Rousettus aegyptiacus, in Turkey (Mammalia: Chiroptera). Turkish Journal of Zoology, 32(1), 11-18."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Prunus sp.		fruit				"Hatay, Adana, Mersin, and Antalya, Turkey"			2009-09/2003-09			"Albayrak, I., A?an, N., & Yorulmaz, T. (2008). The natural history of the Egyptian fruit bat, Rousettus aegyptiacus, in Turkey (Mammalia: Chiroptera). Turkish Journal of Zoology, 32(1), 11-18."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Punica granatum		fruit				"Hatay, Adana, Mersin, and Antalya, Turkey"			2009-09/2003-09			"Albayrak, I., A?an, N., & Yorulmaz, T. (2008). The natural history of the Egyptian fruit bat, Rousettus aegyptiacus, in Turkey (Mammalia: Chiroptera). Turkish Journal of Zoology, 32(1), 11-18."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Vitis viniferia		fruit				"Hatay, Adana, Mersin, and Antalya, Turkey"			2009-09/2003-09			"Albayrak, I., A?an, N., & Yorulmaz, T. (2008). The natural history of the Egyptian fruit bat, Rousettus aegyptiacus, in Turkey (Mammalia: Chiroptera). Turkish Journal of Zoology, 32(1), 11-18."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Arbutus andrachne		fruit				"Mammari, Cyprus"	35.17433	33.202765	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Arbutus andrachne		fruit				"Pissouri, Cyprus"	34.668236	32.699739	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ceratonia siliqua		fruit				"Mammari, Cyprus"	35.17433	33.202765	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ceratonia siliqua		fruit				"Pissouri, Cyprus"	34.668236	32.699739	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Citrus sinensis		fruit				"Mammari, Cyprus"	35.17433	33.202765	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Crataegus azarolus		fruit				"Mammari, Cyprus"	35.17433	33.202765	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Eriobotrya japonica		fruit				"Mammari, Cyprus"	35.17433	33.202765	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ficus carica		fruit				"Mammari, Cyprus"	35.17433	33.202765	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ficus carica		fruit				"Pissouri, Cyprus"	34.668236	32.699739	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ficus microcarpa		fruit				"Mammari, Cyprus"	35.17433	33.202765	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ficus microcarpa		fruit				"Pissouri, Cyprus"	34.668236	32.699739	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Melia azedarach		fruit				"Mammari, Cyprus"	35.17433	33.202765	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Melia azedarach		fruit				"Pissouri, Cyprus"	34.668236	32.699739	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Morus spp.		fruit				"Mammari, Cyprus"	35.17433	33.202765	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Morus spp.		fruit				"Pissouri, Cyprus"	34.668236	32.699739	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Styrax officinalis		fruit				"Mammari, Cyprus"	35.17433	33.202765	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Styrax officinalis		fruit				"Pissouri, Cyprus"	34.668236	32.699739	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Washingtonia filifera		fruit				"Mammari, Cyprus"	35.17433	33.202765	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Washingtonia filifera		fruit				"Pissouri, Cyprus"	34.668236	32.699739	2008	 10.4404/Hystrix-22.2-4587		"del Vaglio, M. A., Nicolau, H., Bosso, L., Russo, D. (2011). A first assessment of feeding habits in the fruit bat Rousettus aegyptiacus on Cyprus island. Hystrix, the Italian Journal of Mammalogy, 22(2). https://doi.org/10.4404/hystrix-22.2-4587"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Arbutus andrachne		fruit				"Mount Carmel National Park, Israel"	32.666667	35.083333	1993-12/1995-11	10.1016/S0006-3207(98)00126-8		"Korine, C., Izhaki, I., & Arad, Z. (1999). Is the Egyptian fruit-bat Rousettus aegyptiacus a pest in Israel? An analysis of the bat's diet and implications for its conservation. Biological conservation, 88(3), 301-306."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ceratonia siliqua		fruit				"Mount Carmel National Park, Israel"	32.666667	35.083333	1993-12/1995-11	10.1016/S0006-3207(98)00126-8		"Korine, C., Izhaki, I., & Arad, Z. (1999). Is the Egyptian fruit-bat Rousettus aegyptiacus a pest in Israel? An analysis of the bat's diet and implications for its conservation. Biological conservation, 88(3), 301-306."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Diospyros kaki		fruit				"Mount Carmel National Park, Israel"	32.666667	35.083333	1993-12/1995-11	10.1016/S0006-3207(98)00126-8		"Korine, C., Izhaki, I., & Arad, Z. (1999). Is the Egyptian fruit-bat Rousettus aegyptiacus a pest in Israel? An analysis of the bat's diet and implications for its conservation. Biological conservation, 88(3), 301-306."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Eriobotrya japonica		fruit				"Mount Carmel National Park, Israel"	32.666667	35.083333	1993-12/1995-11	10.1016/S0006-3207(98)00126-8		"Korine, C., Izhaki, I., & Arad, Z. (1999). Is the Egyptian fruit-bat Rousettus aegyptiacus a pest in Israel? An analysis of the bat's diet and implications for its conservation. Biological conservation, 88(3), 301-306."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Eugenia uniflora		fruit				"Mount Carmel National Park, Israel"	32.666667	35.083333	1993-12/1995-11	10.1016/S0006-3207(98)00126-8		"Korine, C., Izhaki, I., & Arad, Z. (1999). Is the Egyptian fruit-bat Rousettus aegyptiacus a pest in Israel? An analysis of the bat's diet and implications for its conservation. Biological conservation, 88(3), 301-306."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ficus carica		fruit				"Mount Carmel National Park, Israel"	32.666667	35.083333	1993-12/1995-11	10.1016/S0006-3207(98)00126-8		"Korine, C., Izhaki, I., & Arad, Z. (1999). Is the Egyptian fruit-bat Rousettus aegyptiacus a pest in Israel? An analysis of the bat's diet and implications for its conservation. Biological conservation, 88(3), 301-306."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ficus microcarpa		fruit				"Mount Carmel National Park, Israel"	32.666667	35.083333	1993-12/1995-11	10.1016/S0006-3207(98)00126-8		"Korine, C., Izhaki, I., & Arad, Z. (1999). Is the Egyptian fruit-bat Rousettus aegyptiacus a pest in Israel? An analysis of the bat's diet and implications for its conservation. Biological conservation, 88(3), 301-306."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ficus religiosa		leaves				"Mount Carmel National Park, Israel"	32.666667	35.083333	1993-12/1995-11	10.1016/S0006-3207(98)00126-8		"Korine, C., Izhaki, I., & Arad, Z. (1999). Is the Egyptian fruit-bat Rousettus aegyptiacus a pest in Israel? An analysis of the bat's diet and implications for its conservation. Biological conservation, 88(3), 301-306."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ficus rubiginosa		fruit				"Mount Carmel National Park, Israel"	32.666667	35.083333	1993-12/1995-11	10.1016/S0006-3207(98)00126-8		"Korine, C., Izhaki, I., & Arad, Z. (1999). Is the Egyptian fruit-bat Rousettus aegyptiacus a pest in Israel? An analysis of the bat's diet and implications for its conservation. Biological conservation, 88(3), 301-306."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ficus sycomorus		fruit				"Mount Carmel National Park, Israel"	32.666667	35.083333	1993-12/1995-11	10.1016/S0006-3207(98)00126-8		"Korine, C., Izhaki, I., & Arad, Z. (1999). Is the Egyptian fruit-bat Rousettus aegyptiacus a pest in Israel? An analysis of the bat's diet and implications for its conservation. Biological conservation, 88(3), 301-306."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Lantana sp.		pollen				"Mount Carmel National Park, Israel"	32.666667	35.083333	1993-12/1995-11	10.1016/S0006-3207(98)00126-8		"Korine, C., Izhaki, I., & Arad, Z. (1999). Is the Egyptian fruit-bat Rousettus aegyptiacus a pest in Israel? An analysis of the bat's diet and implications for its conservation. Biological conservation, 88(3), 301-306."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Melia azedarach		fruit				"Mount Carmel National Park, Israel"	32.666667	35.083333	1993-12/1995-11	10.1016/S0006-3207(98)00126-8		"Korine, C., Izhaki, I., & Arad, Z. (1999). Is the Egyptian fruit-bat Rousettus aegyptiacus a pest in Israel? An analysis of the bat's diet and implications for its conservation. Biological conservation, 88(3), 301-306."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Morus nigra		fruit				"Mount Carmel National Park, Israel"	32.666667	35.083333	1993-12/1995-11	10.1016/S0006-3207(98)00126-8		"Korine, C., Izhaki, I., & Arad, Z. (1999). Is the Egyptian fruit-bat Rousettus aegyptiacus a pest in Israel? An analysis of the bat's diet and implications for its conservation. Biological conservation, 88(3), 301-306."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Phoenix dactylifera		fruit				"Mount Carmel National Park, Israel"	32.666667	35.083333	1993-12/1995-11	10.1016/S0006-3207(98)00126-8		"Korine, C., Izhaki, I., & Arad, Z. (1999). Is the Egyptian fruit-bat Rousettus aegyptiacus a pest in Israel? An analysis of the bat's diet and implications for its conservation. Biological conservation, 88(3), 301-306."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Agave americana		flower				"Mammari, Cyprus"	35.172	33.175	2009-07-23/2010-03-16	10.1093/jmammal/gyw014		"Radek K. Lu?an, Tomáš Bartoni?ka, Petr Jedli?ka, Šimon ?e?ucha, Martin Šálek, Martin ?ížek, Haris Nicolaou, Ivan Horá?ek, Spatial activity and feeding ecology of the endangered northern population of the Egyptian fruit bat ( Rousettus aegyptiacus ) , Journal of Mammalogy, Volume 97, Issue 3, 9 June 2016, Pages 815–822, https://doi.org/10.1093/jmammal/gyw014"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Citrus limon		fruit				"Mammari, Cyprus"	35.172	33.175	2009-07-23/2010-03-16	10.1093/jmammal/gyw014		"Radek K. Lu?an, Tomáš Bartoni?ka, Petr Jedli?ka, Šimon ?e?ucha, Martin Šálek, Martin ?ížek, Haris Nicolaou, Ivan Horá?ek, Spatial activity and feeding ecology of the endangered northern population of the Egyptian fruit bat ( Rousettus aegyptiacus ) , Journal of Mammalogy, Volume 97, Issue 3, 9 June 2016, Pages 815–822, https://doi.org/10.1093/jmammal/gyw014"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Citrus reticulata		fruit				"Mammari, Cyprus"	35.172	33.175	2009-07-23/2010-03-16	10.1093/jmammal/gyw014		"Radek K. Lu?an, Tomáš Bartoni?ka, Petr Jedli?ka, Šimon ?e?ucha, Martin Šálek, Martin ?ížek, Haris Nicolaou, Ivan Horá?ek, Spatial activity and feeding ecology of the endangered northern population of the Egyptian fruit bat ( Rousettus aegyptiacus ) , Journal of Mammalogy, Volume 97, Issue 3, 9 June 2016, Pages 815–822, https://doi.org/10.1093/jmammal/gyw014"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Eucalyptus spp.		flower				"Mammari, Cyprus"	35.172	33.175	2009-07-23/2010-03-16	10.1093/jmammal/gyw014		"Radek K. Lu?an, Tomáš Bartoni?ka, Petr Jedli?ka, Šimon ?e?ucha, Martin Šálek, Martin ?ížek, Haris Nicolaou, Ivan Horá?ek, Spatial activity and feeding ecology of the endangered northern population of the Egyptian fruit bat ( Rousettus aegyptiacus ) , Journal of Mammalogy, Volume 97, Issue 3, 9 June 2016, Pages 815–822, https://doi.org/10.1093/jmammal/gyw014"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ficus carica		fruit				"Mammari, Cyprus"	35.172	33.175	2009-07-23/2010-03-16	10.1093/jmammal/gyw014		"Radek K. Lu?an, Tomáš Bartoni?ka, Petr Jedli?ka, Šimon ?e?ucha, Martin Šálek, Martin ?ížek, Haris Nicolaou, Ivan Horá?ek, Spatial activity and feeding ecology of the endangered northern population of the Egyptian fruit bat ( Rousettus aegyptiacus ) , Journal of Mammalogy, Volume 97, Issue 3, 9 June 2016, Pages 815–822, https://doi.org/10.1093/jmammal/gyw014"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Melia azedarach		fruit				"Mammari, Cyprus"	35.172	33.175	2009-07-23/2010-03-16	10.1093/jmammal/gyw014		"Radek K. Lu?an, Tomáš Bartoni?ka, Petr Jedli?ka, Šimon ?e?ucha, Martin Šálek, Martin ?ížek, Haris Nicolaou, Ivan Horá?ek, Spatial activity and feeding ecology of the endangered northern population of the Egyptian fruit bat ( Rousettus aegyptiacus ) , Journal of Mammalogy, Volume 97, Issue 3, 9 June 2016, Pages 815–822, https://doi.org/10.1093/jmammal/gyw014"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Myrtus communis		fruit				"Mammari, Cyprus"	35.172	33.175	2009-07-23/2010-03-16	10.1093/jmammal/gyw014		"Radek K. Lu?an, Tomáš Bartoni?ka, Petr Jedli?ka, Šimon ?e?ucha, Martin Šálek, Martin ?ížek, Haris Nicolaou, Ivan Horá?ek, Spatial activity and feeding ecology of the endangered northern population of the Egyptian fruit bat ( Rousettus aegyptiacus ) , Journal of Mammalogy, Volume 97, Issue 3, 9 June 2016, Pages 815–822, https://doi.org/10.1093/jmammal/gyw014"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Phoenix dactylifera		fruit				"Mammari, Cyprus"	35.172	33.175	2009-07-23/2010-03-16	10.1093/jmammal/gyw014		"Radek K. Lu?an, Tomáš Bartoni?ka, Petr Jedli?ka, Šimon ?e?ucha, Martin Šálek, Martin ?ížek, Haris Nicolaou, Ivan Horá?ek, Spatial activity and feeding ecology of the endangered northern population of the Egyptian fruit bat ( Rousettus aegyptiacus ) , Journal of Mammalogy, Volume 97, Issue 3, 9 June 2016, Pages 815–822, https://doi.org/10.1093/jmammal/gyw014"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Phoenix dactylifera		flower				"Mammari, Cyprus"	35.172	33.175	2009-07-23/2010-03-16	10.1093/jmammal/gyw014		"Radek K. Lu?an, Tomáš Bartoni?ka, Petr Jedli?ka, Šimon ?e?ucha, Martin Šálek, Martin ?ížek, Haris Nicolaou, Ivan Horá?ek, Spatial activity and feeding ecology of the endangered northern population of the Egyptian fruit bat ( Rousettus aegyptiacus ) , Journal of Mammalogy, Volume 97, Issue 3, 9 June 2016, Pages 815–822, https://doi.org/10.1093/jmammal/gyw014"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ficus sur		fruit				"Cape Town, South Africa"	-33.986429	18.435364	2004-09/2005-05	10.3161/1733-5329(2006)8[549:DIBTFB]2.0.CO;2		"Robert M. R. Barclay, Laura E. Barclay, David S. Jacobs ""Deliberate insectivory by the fruit bat Rousettus aegyptiacus,"" Acta Chiropterologica, 8(2), 549-553, (1 December 2006)"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Pachnoda sinuata						"Cape Town, South Africa"	-33.986429	18.435364	2004-09/2005-05	10.3161/1733-5329(2006)8[549:DIBTFB]2.0.CO;2		"Robert M. R. Barclay, Laura E. Barclay, David S. Jacobs ""Deliberate insectivory by the fruit bat Rousettus aegyptiacus,"" Acta Chiropterologica, 8(2), 549-553, (1 December 2006)"
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Cordia myxa		fruit				"Qeshm Island, Iran"	26.810162	55.898783	2004-04/2006-03			"ZOHOORI, H., KIABI, B. H., KARAMI, M., Khorasani, N., DARESHOORI, B., & Dakhteh, M. H. (2007). Some observation on fruit used by birds and Egyptian fruit bat Rousettus aegyptiacus on Qeshm Island, Southern Iran. Podoces, 2(2), 156-9."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Ficus bengalensis		fruit				"Qeshm Island, Iran"	26.810162	55.898783	2004-04/2006-03			"ZOHOORI, H., KIABI, B. H., KARAMI, M., Khorasani, N., DARESHOORI, B., & Dakhteh, M. H. (2007). Some observation on fruit used by birds and Egyptian fruit bat Rousettus aegyptiacus on Qeshm Island, Southern Iran. Podoces, 2(2), 156-9."
		Rousettus aegyptiacus					http://purl.obolibrary.org/obo/RO_0002470	eats			Melia azadirachta		fruit				"Qeshm Island, Iran"	26.810162	55.898783	2004-04/2006-03			"ZOHOORI, H., KIABI, B. H., KARAMI, M., Khorasani, N., DARESHOORI, B., & Dakhteh, M. H. (2007). Some observation on fruit used by birds and Egyptian fruit bat Rousettus aegyptiacus on Qeshm Island, Southern Iran. Podoces, 2(2), 156-9."
